continent,common_name,species_name
Asia,Black-belted Flowerpecker,Dicaeum haematostictum
Asia,Scarlet-collared Flowerpecker,Dicaeum retrocinctum
Asia,Orange-bellied Flowerpecker,Dicaeum trigonostigma
Asia,White-bellied Flowerpecker,Dicaeum hypoleucum
Asia,Pale-billed Flowerpecker,Dicaeum erythrorhynchos
Asia,Nilgiri Flowerpecker,Dicaeum concolor
Asia,Plain Flowerpecker,Dicaeum minullum
Asia,Andaman Flowerpecker,Dicaeum virescens
Asia,Pygmy Flowerpecker,Dicaeum pygmaeum
Asia,Crimson-crowned Flowerpecker,Dicaeum nehrkorni
Asia,Halmahera Flowerpecker,Dicaeum schistaceiceps
Asia,Buru Flowerpecker,Dicaeum erythrothorax
Asia,Ashy Flowerpecker,Dicaeum vulneratum
Asia,Olive-crowned Flowerpecker,Dicaeum pectorale
Asia,Red-capped Flowerpecker,Dicaeum geelvinkianum
Asia,Black-fronted Flowerpecker,Dicaeum igniferum
Asia,Red-chested Flowerpecker,Dicaeum maugei
Asia,Fire-breasted Flowerpecker,Dicaeum ignipectus
Asia,Black-sided Flowerpecker,Dicaeum monticolum
Asia,Gray-sided Flowerpecker,Dicaeum celebicum
Asia,Blood-breasted Flowerpecker,Dicaeum sanguinolentum
Asia,Mistletoebird,Dicaeum hirundinaceum
Asia,Scarlet-backed Flowerpecker,Dicaeum cruentatum
Asia,Scarlet-headed Flowerpecker,Dicaeum trochileum
Asia,Ruby-cheeked Sunbird,Chalcoparia singalensis
Asia,Plain Sunbird,Anthreptes simplex
Asia,Brown-throated Sunbird,Anthreptes malacensis
Asia,Gray-throated Sunbird,Anthreptes griseigularis
Asia,Red-throated Sunbird,Anthreptes rhodolaemus
Asia,Nile Valley Sunbird,Hedydipna metallica
Asia,Purple-rumped Sunbird,Leptocoma zeylonica
Asia,Crimson-backed Sunbird,Leptocoma minima
Asia,Van Hasselt's Sunbird,Leptocoma brasiliana
Asia,Purple-throated Sunbird,Leptocoma sperata
Asia,Black Sunbird,Leptocoma aspasia
Asia,Copper-throated Sunbird,Leptocoma calcostetha
Asia,Palestine Sunbird,Cinnyris osea
Asia,Purple Sunbird,Cinnyris asiaticus
Asia,Olive-backed Sunbird,Cinnyris jugularis
Asia,Apricot-breasted Sunbird,Cinnyris buettikoferi
Asia,Flame-breasted Sunbird,Cinnyris solaris
Asia,Loten's Sunbird,Cinnyris lotenius
Asia,Elegant Sunbird,Aethopyga duyvenbodei
Asia,Fire-tailed Sunbird,Aethopyga ignicauda
Asia,Black-throated Sunbird,Aethopyga saturata
Asia,Mrs. Gould's Sunbird,Aethopyga gouldiae
Asia,Green-tailed Sunbird,Aethopyga nipalensis
Asia,Lovely Sunbird,Aethopyga shelleyi
Asia,Temminck's Sunbird,Aethopyga temminckii
Asia,Javan Sunbird,Aethopyga mystacalis
Asia,Vigors's Sunbird,Aethopyga vigorsii
Asia,Crimson Sunbird,Aethopyga siparaja
Asia,Magnificent Sunbird,Aethopyga magnifica
Asia,Fork-tailed Sunbird,Aethopyga christinae
Asia,Handsome Sunbird,Aethopyga bella
Asia,White-flanked Sunbird,Aethopyga eximia
Asia,Flaming Sunbird,Aethopyga flagrans
Asia,Maroon-naped Sunbird,Aethopyga guimarasensis
Asia,Metallic-winged Sunbird,Aethopyga pulcherrima
Asia,Mountain Sunbird,Aethopyga jefferyi
Asia,Bohol Sunbird,Aethopyga decorosa
Asia,Lina's Sunbird,Aethopyga linaraborae
Asia,Gray-hooded Sunbird,Aethopyga primigenia
Asia,Apo Sunbird,Aethopyga boltoni
Asia,Tboli Sunbird,Aethopyga tibolii
Asia,Purple-naped Spiderhunter,Kurochkinegramma hypogrammicum
Asia,Thick-billed Spiderhunter,Arachnothera crassirostris
Asia,Long-billed Spiderhunter,Arachnothera robusta
Asia,Orange-tufted Spiderhunter,Arachnothera flammifera
Asia,Pale Spiderhunter,Arachnothera dilutior
Asia,Little Spiderhunter,Arachnothera longirostra
Asia,Whitehead's Spiderhunter,Arachnothera juliae
Asia,Naked-faced Spiderhunter,Arachnothera clarae
Asia,Yellow-eared Spiderhunter,Arachnothera chrysogenys
Asia,Spectacled Spiderhunter,Arachnothera flavigaster
Asia,Streaked Spiderhunter,Arachnothera magna
Asia,Streaky-breasted Spiderhunter,Arachnothera affinis
Asia,Gray-breasted Spiderhunter,Arachnothera modesta
Asia,Bornean Spiderhunter,Arachnothera everetti
Asia,Asian Fairy-bluebird,Irena puella
Asia,Philippine Fairy-bluebird,Irena cyanogastra
Asia,Philippine Leafbird,Chloropsis flavipennis
Asia,Yellow-throated Leafbird,Chloropsis palawanensis
Asia,Greater Green Leafbird,Chloropsis sonnerati
Asia,Lesser Green Leafbird,Chloropsis cyanopogon
Asia,Blue-winged Leafbird,Chloropsis cochinchinensis
Asia,Bornean Leafbird,Chloropsis kinabaluensis
Asia,Jerdon's Leafbird,Chloropsis jerdoni
Asia,Golden-fronted Leafbird,Chloropsis aurifrons
Asia,Sumatran Leafbird,Chloropsis media
Asia,Orange-bellied Leafbird,Chloropsis hardwickii
Asia,Blue-masked Leafbird,Chloropsis venusta
Asia,Przevalski's Pinktail,Urocynchramus pylzowi
Asia,Lesser Masked-Weaver,Ploceus intermedius
Asia,Rüppell's Weaver,Ploceus galbula
Asia,Golden-backed Weaver,Ploceus jacksoni
Asia,Streaked Weaver,Ploceus manyar
Asia,Baya Weaver,Ploceus philippinus
Asia,Asian Golden Weaver,Ploceus hypoxanthus
Asia,Finn's Weaver,Ploceus megarhynchus
Asia,Black-breasted Weaver,Ploceus benghalensis
Asia,Red Fody,Foudia madagascariensis
Asia,Northern Red Bishop,Euplectes franciscanus
Asia,Yellow-crowned Bishop,Euplectes afer
Asia,Mountain Firetail,Oreostruthus fuliginosus
Asia,Crimson Finch,Neochmia phaeton
Asia,Zebra Finch,Taeniopygia guttata
Asia,African Silverbill,Euodice cantans
Asia,Indian Silverbill,Euodice malabarica
Asia,Java Sparrow,Padda oryzivora
Asia,Timor Sparrow,Padda fuscata
Asia,Streak-headed Munia,Mayrimunia tristissima
Asia,White-spotted Munia,Mayrimunia leucosticta
Asia,Scaly-breasted Munia,Lonchura punctulata
Asia,Black-throated Munia,Lonchura kelaarti
Asia,Black-faced Munia,Lonchura molucca
Asia,White-rumped Munia,Lonchura striata
Asia,Dusky Munia,Lonchura fuscans
Asia,White-bellied Munia,Lonchura leucogastra
Asia,Javan Munia,Lonchura leucogastroides
Asia,Tricolored Munia,Lonchura malacca
Asia,Chestnut Munia,Lonchura atricapilla
Asia,White-capped Munia,Lonchura ferruginosa
Asia,White-headed Munia,Lonchura maja
Asia,Pale-headed Munia,Lonchura pallida
Asia,Grand Munia,Lonchura grandis
Asia,Black-breasted Munia,Lonchura teerinki
Asia,Snow Mountain Munia,Lonchura montana
Asia,Alpine Munia,Lonchura monticola
Asia,Gray-banded Munia,Lonchura vana
Asia,Gray-crowned Munia,Lonchura nevermanni
Asia,Hooded Munia,Lonchura spectabilis
Asia,Five-colored Munia,Lonchura quinticolor
Asia,Chestnut-breasted Munia,Lonchura castaneothorax
Asia,Black Munia,Lonchura stygia
Asia,Pin-tailed Parrotfinch,Erythrura prasina
Asia,Green-faced Parrotfinch,Erythrura viridifacies
Asia,Tawny-breasted Parrotfinch,Erythrura hyperythra
Asia,Tricolored Parrotfinch,Erythrura tricolor
Asia,Red-eared Parrotfinch,Erythrura coloria
Asia,Papuan Parrotfinch,Erythrura papuana
Asia,Blue-faced Parrotfinch,Erythrura trichroa
Asia,Orange-cheeked Waxbill,Estrilda melpoda
Asia,Black-rumped Waxbill,Estrilda troglodytes
Asia,Crimson-rumped Waxbill,Estrilda rhodopyga
Asia,Arabian Waxbill,Estrilda rufibarba
Asia,Green Avadavat,Amandava formosa
Asia,Zebra Waxbill,Amandava subflava
Asia,Red Avadavat,Amandava amandava
Asia,Pin-tailed Whydah,Vidua macroura
Asia,Eastern Paradise-Whydah,Vidua paradisaea
Asia,Alpine Accentor,Prunella collaris
Asia,Altai Accentor,Prunella himalayana
Asia,Robin Accentor,Prunella rubeculoides
Asia,Rufous-breasted Accentor,Prunella strophiata
Asia,Siberian Accentor,Prunella montanella
Asia,Radde's Accentor,Prunella ocularis
Asia,Yemen Accentor,Prunella fagani
Asia,Brown Accentor,Prunella fulvescens
Asia,Black-throated Accentor,Prunella atrogularis
Asia,Mongolian Accentor,Prunella koslowi
Asia,Dunnock,Prunella modularis
Asia,Japanese Accentor,Prunella rubida
Asia,Maroon-backed Accentor,Prunella immaculata
Asia,Cinnamon Ibon,Hypocryptadius cinnamomeus
Asia,Saxaul Sparrow,Passer ammodendri
Asia,House Sparrow,Passer domesticus
Asia,Spanish Sparrow,Passer hispaniolensis
Asia,Sind Sparrow,Passer pyrrhonotus
Asia,Russet Sparrow,Passer cinnamomeus
Asia,Plain-backed Sparrow,Passer flaveolus
Asia,Dead Sea Sparrow,Passer moabiticus
Asia,Zarudny's Sparrow,Passer zarudnyi
Asia,Eurasian Tree Sparrow,Passer montanus
Asia,Arabian Golden Sparrow,Passer euchlorus
Asia,Yellow-throated Sparrow,Gymnoris xanthocollis
Asia,Sahel Bush Sparrow,Gymnoris dentata
Asia,Rock Sparrow,Petronia petronia
Asia,Pale Rockfinch,Carpospiza brachydactyla
Asia,White-winged Snowfinch,Montifringilla nivalis
Asia,Tibetan Snowfinch,Montifringilla henrici
Asia,Black-winged Snowfinch,Montifringilla adamsi
Asia,White-rumped Snowfinch,Montifringilla taczanowskii
Asia,Pere David's Snowfinch,Montifringilla davidiana
Asia,Rufous-necked Snowfinch,Montifringilla ruficollis
Asia,Blanford's Snowfinch,Montifringilla blanfordi
Asia,Afghan Snowfinch,Montifringilla theresae
Asia,Forest Wagtail,Dendronanthus indicus
Asia,Gray Wagtail,Motacilla cinerea
Asia,Western Yellow Wagtail,Motacilla flava
Asia,Eastern Yellow Wagtail,Motacilla tschutschensis
Asia,Citrine Wagtail,Motacilla citreola
Asia,White-browed Wagtail,Motacilla maderaspatensis
Asia,Mekong Wagtail,Motacilla samveasnae
Asia,Japanese Wagtail,Motacilla grandis
Asia,White Wagtail,Motacilla alba
Asia,Madanga,Madanga ruficollis
Asia,Richard's Pipit,Anthus richardi
Asia,Paddyfield Pipit,Anthus rufulus
Asia,Long-billed Pipit,Anthus similis
Asia,Blyth's Pipit,Anthus godlewskii
Asia,Tawny Pipit,Anthus campestris
Asia,Nilgiri Pipit,Anthus nilghiriensis
Asia,Upland Pipit,Anthus sylvanus
Asia,Alpine Pipit,Anthus gutturalis
Asia,Meadow Pipit,Anthus pratensis
Asia,Rosy Pipit,Anthus roseatus
Asia,Tree Pipit,Anthus trivialis
Asia,Olive-backed Pipit,Anthus hodgsoni
Asia,Pechora Pipit,Anthus gustavi
Asia,Red-throated Pipit,Anthus cervinus
Asia,Water Pipit,Anthus spinoletta
Asia,Rock Pipit,Anthus petrosus
Asia,American Pipit,Anthus rubescens
Asia,Golden Pipit,Tmetothylacus tenellus
Asia,Common Chaffinch,Fringilla coelebs
Asia,Brambling,Fringilla montifringilla
Asia,Black-and-yellow Grosbeak,Mycerobas icterioides
Asia,Collared Grosbeak,Mycerobas affinis
Asia,Spot-winged Grosbeak,Mycerobas melanozanthos
Asia,White-winged Grosbeak,Mycerobas carnipes
Asia,Hawfinch,Coccothraustes coccothraustes
Asia,Yellow-billed Grosbeak,Eophona migratoria
Asia,Japanese Grosbeak,Eophona personata
Asia,Common Rosefinch,Carpodacus erythrinus
Asia,Scarlet Finch,Carpodacus sipahi
Asia,Bonin Grosbeak,Carpodacus ferreorostris
Asia,Red-mantled Rosefinch,Carpodacus rhodochlamys
Asia,Blyth's Rosefinch,Carpodacus grandis
Asia,Himalayan Beautiful Rosefinch,Carpodacus pulcherrimus
Asia,Chinese Beautiful Rosefinch,Carpodacus davidianus
Asia,Pink-rumped Rosefinch,Carpodacus waltoni
Asia,Dark-rumped Rosefinch,Carpodacus edwardsii
Asia,Pink-browed Rosefinch,Carpodacus rodochroa
Asia,Spot-winged Rosefinch,Carpodacus rodopeplus
Asia,Sharpe's Rosefinch,Carpodacus verreauxii
Asia,Vinaceous Rosefinch,Carpodacus vinaceus
Asia,Taiwan Rosefinch,Carpodacus formosanus
Asia,Pale Rosefinch,Carpodacus stoliczkae
Asia,Tibetan Rosefinch,Carpodacus roborowskii
Asia,Sillem's Rosefinch,Carpodacus sillemi
Asia,Streaked Rosefinch,Carpodacus rubicilloides
Asia,Great Rosefinch,Carpodacus rubicilla
Asia,Long-tailed Rosefinch,Carpodacus sibiricus
Asia,Red-fronted Rosefinch,Carpodacus puniceus
Asia,Crimson-browed Finch,Carpodacus subhimachalus
Asia,Pallas's Rosefinch,Carpodacus roseus
Asia,Three-banded Rosefinch,Carpodacus trifasciatus
Asia,Himalayan White-browed Rosefinch,Carpodacus thura
Asia,Chinese White-browed Rosefinch,Carpodacus dubius
Asia,Pine Grosbeak,Pinicola enucleator
Asia,Brown Bullfinch,Pyrrhula nipalensis
Asia,White-cheeked Bullfinch,Pyrrhula leucogenis
Asia,Orange Bullfinch,Pyrrhula aurantiaca
Asia,Red-headed Bullfinch,Pyrrhula erythrocephala
Asia,Gray-headed Bullfinch,Pyrrhula erythaca
Asia,Taiwan Bullfinch,Pyrrhula owstoni
Asia,Eurasian Bullfinch,Pyrrhula pyrrhula
Asia,Crimson-winged Finch,Rhodopechys sanguineus
Asia,Trumpeter Finch,Bucanetes githagineus
Asia,Mongolian Finch,Bucanetes mongolicus
Asia,Blanford's Rosefinch,Agraphospiza rubescens
Asia,Gold-naped Finch,Pyrrhoplectes epauletta
Asia,Spectacled Finch,Callacanthis burtoni
Asia,Dark-breasted Rosefinch,Procarduelis nipalensis
Asia,Plain Mountain Finch,Leucosticte nemoricola
Asia,Black-headed Mountain Finch,Leucosticte brandti
Asia,Asian Rosy-Finch,Leucosticte arctoa
Asia,Gray-crowned Rosy-Finch,Leucosticte tephrocotis
Asia,Desert Finch,Rhodospiza obsoleta
Asia,Arabian Grosbeak,Rhynchostruthus percivali
Asia,European Greenfinch,Chloris chloris
Asia,Oriental Greenfinch,Chloris sinica
Asia,Yellow-breasted Greenfinch,Chloris spinoides
Asia,Vietnamese Greenfinch,Chloris monguilloti
Asia,Black-headed Greenfinch,Chloris ambigua
Asia,Yellow-fronted Canary,Crithagra mozambica
Asia,Olive-rumped Serin,Crithagra rothschildi
Asia,Twite,Linaria flavirostris
Asia,Eurasian Linnet,Linaria cannabina
Asia,Yemen Linnet,Linaria yemenensis
Asia,Common Redpoll,Acanthis flammea
Asia,Lesser Redpoll,Acanthis cabaret
Asia,Hoary Redpoll,Acanthis hornemanni
Asia,Parrot Crossbill,Loxia pytyopsittacus
Asia,Red Crossbill,Loxia curvirostra
Asia,White-winged Crossbill,Loxia leucoptera
Asia,Mountain Serin,Chrysocorythus estherae
Asia,European Goldfinch,Carduelis carduelis
Asia,European Serin,Serinus serinus
Asia,Fire-fronted Serin,Serinus pusillus
Asia,Syrian Serin,Serinus syriacus
Asia,Tibetan Serin,Spinus thibetanus
Asia,Eurasian Siskin,Spinus spinus
Asia,Pine Siskin,Spinus pinus
Asia,Lapland Longspur,Calcarius lapponicus
Asia,Snow Bunting,Plectrophenax nivalis
Asia,McKay's Bunting,Plectrophenax hyperboreus
Asia,Crested Bunting,Emberiza lathami
Asia,Black-headed Bunting,Emberiza melanocephala
Asia,Red-headed Bunting,Emberiza bruniceps
Asia,Corn Bunting,Emberiza calandra
Asia,Chestnut-eared Bunting,Emberiza fucata
Asia,Tibetan Bunting,Emberiza koslowi
Asia,Rufous-backed Bunting,Emberiza jankowskii
Asia,Rock Bunting,Emberiza cia
Asia,Godlewski's Bunting,Emberiza godlewskii
Asia,Meadow Bunting,Emberiza cioides
Asia,Cirl Bunting,Emberiza cirlus
Asia,White-capped Bunting,Emberiza stewarti
Asia,Yellowhammer,Emberiza citrinella
Asia,Pine Bunting,Emberiza leucocephalos
Asia,Gray-necked Bunting,Emberiza buchanani
Asia,Cinereous Bunting,Emberiza cineracea
Asia,Ortolan Bunting,Emberiza hortulana
Asia,Cretzschmar's Bunting,Emberiza caesia
Asia,Striolated Bunting,Emberiza striolata
Asia,Slaty Bunting,Emberiza siemsseni
Asia,Yellow-throated Bunting,Emberiza elegans
Asia,Ochre-rumped Bunting,Emberiza yessoensis
Asia,Pallas's Bunting,Emberiza pallasi
Asia,Reed Bunting,Emberiza schoeniclus
Asia,Yellow-breasted Bunting,Emberiza aureola
Asia,Little Bunting,Emberiza pusilla
Asia,Rustic Bunting,Emberiza rustica
Asia,Yellow Bunting,Emberiza sulphurata
Asia,Black-faced Bunting,Emberiza spodocephala
Asia,Chestnut Bunting,Emberiza rutila
Asia,Yellow-browed Bunting,Emberiza chrysophrys
Asia,Tristram's Bunting,Emberiza tristrami
Asia,Gray Bunting,Emberiza variabilis
Asia,Chipping Sparrow,Spizella passerina
Asia,American Tree Sparrow,Spizelloides arborea
Asia,Fox Sparrow,Passerella iliaca
Asia,Dark-eyed Junco,Junco hyemalis
Asia,White-crowned Sparrow,Zonotrichia leucophrys
Asia,Golden-crowned Sparrow,Zonotrichia atricapilla
Asia,Savannah Sparrow,Passerculus sandwichensis
Asia,Song Sparrow,Melospiza melodia
Asia,Swamp Sparrow,Melospiza georgiana
Asia,Western Meadowlark,Sturnella neglecta
Asia,Rusty Blackbird,Euphagus carolinus
Asia,Northern Waterthrush,Parkesia noveboracensis
Asia,Orange-crowned Warbler,Leiothlypis celata
Asia,Common Yellowthroat,Geothlypis trichas
Asia,Yellow Warbler,Setophaga petechia
Asia,Yellow-rumped Warbler,Setophaga coronata
Asia,Wilson's Warbler,Cardellina pusilla
Asia,Indigo Bunting,Passerina cyanea
Asia,Red-crested Cardinal,Paroaria coronata
Oceana,Common Ostrich,Struthio camelus
Oceana,Southern Cassowary,Casuarius casuarius
Oceana,Dwarf Cassowary,Casuarius bennetti
Oceana,Northern Cassowary,Casuarius unappendiculatus
Oceana,Emu,Dromaius novaehollandiae
Oceana,Southern Brown Kiwi,Apteryx australis
Oceana,Okarito Brown Kiwi,Apteryx rowi
Oceana,North Island Brown Kiwi,Apteryx mantelli
Oceana,Little Spotted Kiwi,Apteryx owenii
Oceana,Great Spotted Kiwi,Apteryx haastii
Oceana,Magpie Goose,Anseranas semipalmata
Oceana,Spotted Whistling-Duck,Dendrocygna guttata
Oceana,Plumed Whistling-Duck,Dendrocygna eytoni
Oceana,Fulvous Whistling-Duck,Dendrocygna bicolor
Oceana,Wandering Whistling-Duck,Dendrocygna arcuata
Oceana,Emperor Goose,Anser canagicus
Oceana,Snow Goose,Anser caerulescens
Oceana,Graylag Goose,Anser anser
Oceana,Greater White-fronted Goose,Anser albifrons
Oceana,Brant,Branta bernicla
Oceana,Cackling Goose,Branta hutchinsii
Oceana,Canada Goose,Branta canadensis
Oceana,Hawaiian Goose,Branta sandvicensis
Oceana,Cape Barren Goose,Cereopsis novaehollandiae
Oceana,Freckled Duck,Stictonetta naevosa
Oceana,Mute Swan,Cygnus olor
Oceana,Black Swan,Cygnus atratus
Oceana,Tundra Swan,Cygnus columbianus
Oceana,Radjah Shelduck,Radjah radjah
Oceana,Australian Shelduck,Tadorna tadornoides
Oceana,Paradise Shelduck,Tadorna variegata
Oceana,Muscovy Duck,Cairina moschata
Oceana,Green Pygmy-Goose,Nettapus pulchellus
Oceana,Cotton Pygmy-Goose,Nettapus coromandelianus
Oceana,Maned Duck,Chenonetta jubata
Oceana,Blue Duck,Hymenolaimus malacorhynchos
Oceana,Salvadori's Teal,Salvadorina waigiuensis
Oceana,Baikal Teal,Sibirionetta formosa
Oceana,Garganey,Spatula querquedula
Oceana,Blue-winged Teal,Spatula discors
Oceana,Cinnamon Teal,Spatula cyanoptera
Oceana,Australian Shoveler,Spatula rhynchotis
Oceana,Northern Shoveler,Spatula clypeata
Oceana,Falcated Duck,Mareca falcata
Oceana,Eurasian Wigeon,Mareca penelope
Oceana,American Wigeon,Mareca americana
Oceana,Pacific Black Duck,Anas superciliosa
Oceana,Laysan Duck,Anas laysanensis
Oceana,Hawaiian Duck,Anas wyvilliana
Oceana,Eastern Spot-billed Duck,Anas zonorhyncha
Oceana,Mallard,Anas platyrhynchos
Oceana,Northern Pintail,Anas acuta
Oceana,Eaton's Pintail,Anas eatoni
Oceana,Yellow-billed Pintail,Anas georgica
Oceana,Green-winged Teal,Anas crecca
Oceana,Yellow-billed Teal,Anas flavirostris
Oceana,Sunda Teal,Anas gibberifrons
Oceana,Gray Teal,Anas gracilis
Oceana,Chestnut Teal,Anas castanea
Oceana,Auckland Islands Teal,Anas aucklandica
Oceana,Campbell Islands Teal,Anas nesiotis
Oceana,Brown Teal,Anas chlorotis
Oceana,Pink-eared Duck,Malacorhynchus membranaceus
Oceana,Canvasback,Aythya valisineria
Oceana,Redhead,Aythya americana
Oceana,Common Pochard,Aythya ferina
Oceana,Ring-necked Duck,Aythya collaris
Oceana,Baer's Pochard,Aythya baeri
Oceana,Hardhead,Aythya australis
Oceana,Tufted Duck,Aythya fuligula
Oceana,New Zealand Scaup,Aythya novaeseelandiae
Oceana,Greater Scaup,Aythya marila
Oceana,Lesser Scaup,Aythya affinis
Oceana,Harlequin Duck,Histrionicus histrionicus
Oceana,Surf Scoter,Melanitta perspicillata
Oceana,Black Scoter,Melanitta americana
Oceana,Long-tailed Duck,Clangula hyemalis
Oceana,Bufflehead,Bucephala albeola
Oceana,Common Goldeneye,Bucephala clangula
Oceana,Hooded Merganser,Lophodytes cucullatus
Oceana,Auckland Islands Merganser,Mergus australis
Oceana,Common Merganser,Mergus merganser
Oceana,Red-breasted Merganser,Mergus serrator
Oceana,Blue-billed Duck,Oxyura australis
Oceana,Musk Duck,Biziura lobata
Oceana,Australian Brushturkey,Alectura lathami
Oceana,Wattled Brushturkey,Aepypodius arfakianus
Oceana,Waigeo Brushturkey,Aepypodius bruijnii
Oceana,Red-billed Brushturkey,Talegalla cuvieri
Oceana,Yellow-legged Brushturkey,Talegalla fuscirostris
Oceana,Red-legged Brushturkey,Talegalla jobiensis
Oceana,Malleefowl,Leipoa ocellata
Oceana,Moluccan Scrubfowl,Eulipoa wallacei
Oceana,Niuafoou Scrubfowl,Megapodius pritchardii
Oceana,Micronesian Scrubfowl,Megapodius laperouse
Oceana,Dusky Scrubfowl,Megapodius freycinet
Oceana,Biak Scrubfowl,Megapodius geelvinkianus
Oceana,Melanesian Scrubfowl,Megapodius eremita
Oceana,Vanuatu Scrubfowl,Megapodius layardi
Oceana,New Guinea Scrubfowl,Megapodius decollatus
Oceana,Orange-footed Scrubfowl,Megapodius reinwardt
Oceana,Helmeted Guineafowl,Numida meleagris
Oceana,Northern Bobwhite,Colinus virginianus
Oceana,California Quail,Callipepla californica
Oceana,Gambel's Quail,Callipepla gambelii
Oceana,Tacarcuna Wood-Quail,Odontophorus dialeucos
Oceana,Wild Turkey,Meleagris gallopavo
Oceana,Black Grouse,Lyrurus tetrix
Oceana,Gray Partridge,Perdix perdix
Oceana,Ring-necked Pheasant,Phasianus colchicus
Oceana,Kalij Pheasant,Lophura leucomelanos
Oceana,Indian Peafowl,Pavo cristatus
Oceana,Green Junglefowl,Gallus varius
Oceana,Red Junglefowl,Gallus gallus
Oceana,Gray Francolin,Ortygornis pondicerianus
Oceana,Black Francolin,Francolinus francolinus
Oceana,Brown Quail,Synoicus ypsilophorus
Oceana,Snow Mountain Quail,Synoicus monorthonyx
Oceana,Blue-breasted Quail,Synoicus chinensis
Oceana,Japanese Quail,Coturnix japonica
Oceana,Stubble Quail,Coturnix pectoralis
Oceana,New Zealand Quail,Coturnix novaezelandiae
Oceana,Barbary Partridge,Alectoris barbara
Oceana,Red-legged Partridge,Alectoris rufa
Oceana,Chukar,Alectoris chukar
Oceana,Erckel's Francolin,Pternistis erckelii
Oceana,Greater Flamingo,Phoenicopterus roseus
Oceana,Little Grebe,Tachybaptus ruficollis
Oceana,Australasian Grebe,Tachybaptus novaehollandiae
Oceana,Pied-billed Grebe,Podilymbus podiceps
Oceana,Hoary-headed Grebe,Poliocephalus poliocephalus
Oceana,New Zealand Grebe,Poliocephalus rufopectus
Oceana,Horned Grebe,Podiceps auritus
Oceana,Great Crested Grebe,Podiceps cristatus
Oceana,Eared Grebe,Podiceps nigricollis
Oceana,Rock Pigeon,Columba livia
Oceana,Metallic Pigeon,Columba vitiensis
Oceana,White-headed Pigeon,Columba leucomela
Oceana,Yellow-legged Pigeon,Columba pallidiceps
Oceana,Scaly-naped Pigeon,Patagioenas squamosa
Oceana,White-crowned Pigeon,Patagioenas leucocephala
Oceana,Plain Pigeon,Patagioenas inornata
Oceana,Oriental Turtle-Dove,Streptopelia orientalis
Oceana,Philippine Collared-Dove,Streptopelia dusumieri
Oceana,African Collared-Dove,Streptopelia roseogrisea
Oceana,Red Collared-Dove,Streptopelia tranquebarica
Oceana,Spotted Dove,Streptopelia chinensis
Oceana,Laughing Dove,Streptopelia senegalensis
Oceana,Brown Cuckoo-Dove,Macropygia phasianella
Oceana,Amboyna Cuckoo-Dove,Macropygia amboinensis
Oceana,Sultan's Cuckoo-Dove,Macropygia doreya
Oceana,Black-billed Cuckoo-Dove,Macropygia nigrirostris
Oceana,Mackinlay's Cuckoo-Dove,Macropygia mackinlayi
Oceana,Great Cuckoo-Dove,Reinwardtoena reinwardti
Oceana,Pied Cuckoo-Dove,Reinwardtoena browni
Oceana,Crested Cuckoo-Dove,Reinwardtoena crassirostris
Oceana,Asian Emerald Dove,Chalcophaps indica
Oceana,Pacific Emerald Dove,Chalcophaps longirostris
Oceana,Stephan's Dove,Chalcophaps stephani
Oceana,New Guinea Bronzewing,Henicophaps albifrons
Oceana,New Britain Bronzewing,Henicophaps foersteri
Oceana,Shy Ground Dove,Alopecoenas stairi
Oceana,Santa Cruz Ground Dove,Alopecoenas sanctaecrucis
Oceana,Thick-billed Ground Dove,Alopecoenas salamonis
Oceana,Tanna Ground Dove,Alopecoenas ferrugineus
Oceana,Bronze Ground Dove,Alopecoenas beccarii
Oceana,Palau Ground Dove,Alopecoenas canifrons
Oceana,White-bibbed Ground Dove,Alopecoenas jobiensis
Oceana,Marquesas Ground Dove,Alopecoenas rubescens
Oceana,Caroline Islands Ground Dove,Alopecoenas kubaryi
Oceana,Polynesian Ground Dove,Alopecoenas erythropterus
Oceana,White-throated Ground Dove,Alopecoenas xanthonurus
Oceana,Norfolk Ground Dove,Alopecoenas norfolkensis
Oceana,Common Bronzewing,Phaps chalcoptera
Oceana,Brush Bronzewing,Phaps elegans
Oceana,Flock Bronzewing,Phaps histrionica
Oceana,Crested Pigeon,Ocyphaps lophotes
Oceana,Spinifex Pigeon,Geophaps plumifera
Oceana,Squatter Pigeon,Geophaps scripta
Oceana,Partridge Pigeon,Geophaps smithii
Oceana,Chestnut-quilled Rock-Pigeon,Petrophassa rufipennis
Oceana,White-quilled Rock-Pigeon,Petrophassa albipennis
Oceana,Wonga Pigeon,Leucosarcia melanoleuca
Oceana,Diamond Dove,Geopelia cuneata
Oceana,Zebra Dove,Geopelia striata
Oceana,Peaceful Dove,Geopelia placida
Oceana,Bar-shouldered Dove,Geopelia humeralis
Oceana,Common Ground Dove,Columbina passerina
Oceana,White-winged Dove,Zenaida asiatica
Oceana,Mourning Dove,Zenaida macroura
Oceana,Nicobar Pigeon,Caloenas nicobarica
Oceana,Spotted Green Pigeon,Caloenas maculata
Oceana,Cinnamon Ground Dove,Gallicolumba rufigula
Oceana,Choiseul Pigeon,Microgoura meeki
Oceana,Thick-billed Ground-Pigeon,Trugon terrestris
Oceana,Pheasant Pigeon,Otidiphaps nobilis
Oceana,Western Crowned-Pigeon,Goura cristata
Oceana,Sclater's Crowned-Pigeon,Goura sclaterii
