box,latitude,longitude,class,class score,order,order score,family,family score,genus,genus score,species,species score,Royal Spoonbill,Pied Oystercatcher,Gentoo Penguin,Australian Wood Duck,European Herring Gull,Grey Teal,Masked Lapwing,Australian White Ibis,Lesser Black-backed Gull,Silver Gull,Gull-billed Tern,Pacific Black Duck,Pied Stilt
"[18355.5, 7406.0, 18393.5, 7424.0]",-0.0008535641226095856,0.0021151468605380753,aves,0.9091200828552246,charadriiformes,0.9086066484451294,charadriidae,0.8537960052490234,vanellus,0.8537960052490234,miles,0.8537960052490234,1.663079638092313e-05,0.0005334120942279696,0.000108790431113448,1.4189034118317068e-05,7.586365882161772e-06,0.00017489274614490569,0.8537960052490234,3.4086478990502656e-05,4.5912620407762006e-05,0.00019160055671818554,0.00025903957430273294,0.0001648456818656996,0.05377308651804924
"[5820.5, 9638.0, 5867.5, 9675.0]",-0.0011115902832069403,0.0006727213395185999,aves,0.9313080906867981,pelecaniformes,0.9154739379882812,threskiornithidae,0.9154739379882812,platalea,0.822902262210846,regia,0.822902262210846,0.822902262210846,0.00048213894478976727,0.001798252109438181,0.0005759372725151479,0.00030679162591695786,7.603869016747922e-05,0.00016816782590467483,0.0925716906785965,2.7047115509049036e-05,0.0011687702499330044,0.011084157042205334,7.260106212925166e-05,7.421147165587172e-05
"[18244.5, 9576.0, 18313.5, 9612.0]",-0.0011043957103595904,0.002104153553227325,aves,0.8107975125312805,pelecaniformes,0.8077325820922852,threskiornithidae,0.8077325820922852,platalea,0.8075900077819824,regia,0.8075900077819824,0.8075900077819824,0.00214253063313663,0.00028581992955878377,7.952771557029337e-05,3.158998879371211e-05,7.221454143291339e-05,9.103995398618281e-05,0.0001425920781912282,2.053121988865314e-06,0.000219522335100919,9.988413512473926e-05,2.4271983420476317e-05,1.6509568013134412e-05
"[1079.5, 5378.0, 1151.5, 5437.0]",-0.0006224744427527087,0.00012840873617950003,aves,0.9857273101806641,spheniscidae,0.7851327061653137,sphenisciformes,0.7851327061653137,pygoscelis,0.7851327061653137,papua,0.7851327061653137,0.049215350300073624,0.02744736149907112,0.7851327061653137,0.06526220589876175,0.002809889381751418,0.0008234937558881938,0.003055337816476822,0.02492494508624077,0.007936201058328152,0.002625450724735856,0.005520216654986143,0.004500544164329767,0.006473657675087452
"[18687.5, 6552.0, 18729.5, 6572.0]",-0.0007553725923889549,0.002153594657834313,aves,0.7658515572547913,charadriiformes,0.7657855153083801,charadriidae,0.7649962902069092,vanellus,0.7649962902069092,miles,0.7649962902069092,3.1799845601199195e-06,0.00030369305750355124,1.3207823030825239e-05,7.704771292083024e-07,4.643131603643269e-07,2.1202395146247e-05,0.7649962902069092,4.286178409529384e-06,1.6965852864814224e-06,1.5610765331075527e-05,2.2873933630762622e-05,2.3365624656435102e-05,0.00044493863242678344
"[4936.5, 1223.0, 4981.5, 1302.0]",-0.00014533037151646686,0.0005708461880001261,aves,0.8860496878623962,pelecaniformes,0.8802386522293091,threskiornithidae,0.8802386522293091,platalea,0.7556431889533997,regia,0.7556431889533997,0.7556431889533997,0.000196764143765904,0.0026212562806904316,0.000507660093717277,0.0005572950467467308,0.00010730598296504468,0.00016409855743404478,0.12459548562765121,7.697917317273095e-05,0.00018904927128460258,0.0011906258296221495,0.0001555783092044294,4.448907930054702e-05
"[18337.5, 3922.0, 18410.5, 3992.0]",-0.0004555027961114134,0.002115089303955297,aves,0.7572301030158997,pelecaniformes,0.7558176517486572,threskiornithidae,0.7558176517486572,threskiornis,0.7551625370979309,molucca,0.7551625370979309,0.0006550871185027063,8.07658852863824e-06,5.221914761932567e-05,0.00011242674372624606,9.28212557482766e-06,1.6779105862951837e-05,0.00020532023336272687,0.7551625370979309,0.00013421743642538786,0.0005206334171816707,0.0003338139795232564,3.6372348404256627e-06,1.6058136679930612e-05
"[15495.5, 9066.0, 15526.5, 9089.0]",-0.0010449397603490916,0.0017855203109638951,aves,0.7548086047172546,charadriiformes,0.7546736001968384,charadriidae,0.7544314861297607,vanellus,0.7544314861297607,miles,0.7544314861297607,1.0653654953785008e-06,4.104339313926175e-05,7.685796845180448e-06,3.2828697271725105e-07,3.0159398534124193e-07,1.4197737073118333e-05,0.7544314861297607,1.8523564904171508e-06,1.3164720940039842e-06,1.7671735577096115e-06,2.7650417905533686e-05,0.0001098298525903374,0.00017006497364491224
"[15654.5, 5492.0, 15717.5, 5505.0]",-0.00063294974081845,0.0018056651149364745,aves,0.7551906108856201,charadriiformes,0.755114734172821,recurvirostridae,0.7538718581199646,himantopus,0.7538718581199646,leucocephalus,0.7538718581199646,1.4704468185300357e-06,6.069841401767917e-05,2.3076097932062112e-05,1.7494516214355826e-05,3.3005921977746766e-06,2.2140846340334974e-05,0.0010078864870592952,6.728977496095467e-06,3.628929334809072e-05,1.871040149126202e-05,0.00011596415424719453,4.989889930584468e-06,0.7538718581199646
"[14785.5, 8580.0, 14816.5, 8614.0]",-0.0009896278842986656,0.0017037899634180008,aves,0.7292561531066895,charadriiformes,0.729241132736206,charadriidae,0.7291890382766724,vanellus,0.7291890382766724,miles,0.7291890382766724,2.12306673574858e-07,4.042464297526749e-06,3.6833182548434706e-06,5.978547079621421e-08,8.679658236587784e-08,3.2783239021227928e-06,0.7291890382766724,3.610066698911396e-07,3.868134399453993e-07,3.370166268723551e-06,3.943913270632038e-06,7.416038442897843e-06,4.0297989471582696e-05
"[925.5, 1641.0, 1019.5, 1685.0]",-0.00019143319432228466,0.00011194755350476358,aves,0.7333940267562866,pelecaniformes,0.7275142073631287,threskiornithidae,0.7275142073631287,platalea,0.721860408782959,regia,0.721860408782959,0.721860408782959,0.0013249197509139776,0.0024422877468168736,0.0003850074135698378,0.0003354999062139541,0.00011892717884620652,0.00033651909325271845,0.005653821397572756,6.916258280398324e-05,0.00020097469678148627,0.00029326320509426296,0.00033097356208600104,4.230243939673528e-05
"[17090.5, 5488.0, 17138.5, 5523.0]",-0.0006337555329773531,0.001970104271935503,aves,0.7556490302085876,pelecaniformes,0.7138959765434265,threskiornithidae,0.7138959765434265,platalea,0.7113046646118164,regia,0.7113046646118164,0.7113046646118164,0.0033578684087842703,0.0003807547618634999,0.0003836934920400381,0.00028018647572025657,0.00039887047023512423,0.0022030628751963377,0.002591294003650546,2.7902466172236018e-05,0.01087332796305418,0.023487111553549767,0.00014577314141206443,0.00021450612985063344
"[17828.5, 7549.0, 17868.5, 7575.0]",-0.0008704857579465524,0.002054597335454779,aves,0.709609866142273,charadriiformes,0.7095446586608887,charadriidae,0.7092747092247009,vanellus,0.7092747092247009,miles,0.7092747092247009,6.949112048459938e-06,3.646933691925369e-05,1.453627282899106e-05,7.247143685162882e-07,1.0206338174612029e-06,2.3979568140930496e-05,0.7092747092247009,6.284049050009344e-06,1.868645085778553e-06,0.00016073600272648036,1.2935711311001796e-05,1.2782591511495411e-05,5.6918812333606184e-05
"[1823.5, 5963.0, 1868.5, 6038.0]",-0.000690736549928364,0.00021249890361932502,aves,0.7133781313896179,pelecaniformes,0.7117360830307007,threskiornithidae,0.7117360830307007,platalea,0.7091156244277954,regia,0.7091156244277954,0.7091156244277954,0.00018510570225771517,0.000522216665558517,0.0002432685869280249,0.00012571082334034145,3.423729140195064e-05,4.444630030775443e-05,0.0026204793248325586,1.020971922116587e-05,7.647058373549953e-05,0.0003296673239674419,6.349394243443385e-05,7.272229595400859e-06
"[18632.5, 5126.0, 18678.5, 5149.0]",-0.0005913938880521573,0.00214749366005976,aves,0.7120347619056702,charadriiformes,0.7113634347915649,charadriidae,0.7045322060585022,vanellus,0.7045322060585022,miles,0.7045322060585022,0.00016702926950529218,0.001978418091312051,0.00014199050201568753,2.244209281343501e-05,1.2896471162093803e-05,0.000185954719199799,0.7045322060585022,5.801588486065157e-05,1.5644964150851592e-05,0.003039300674572587,0.00037673034239560366,9.592726564733312e-05,0.0014082541456446052
"[13873.5, 3644.0, 13939.5, 3726.0]",-0.00042419201507974685,0.00160082123682673,aves,0.8266066908836365,charadriiformes,0.7120451927185059,laridae,0.7069761157035828,larus,0.7052497267723083,fuscus,0.7026123404502869,0.0011239523300901055,0.0007434573490172625,0.007409194950014353,0.004326204769313335,0.0026373753789812326,0.0009115046705119312,0.0018580133328214288,0.09647224098443985,0.7026123404502869,0.0005502429557964206,0.0011761346831917763,0.004318321123719215,0.0024676222819834948
"[18544.5, 10687.0, 18582.5, 10715.0]",-0.001231825984631851,0.0021369032488284616,aves,0.7345889806747437,charadriiformes,0.7199225425720215,charadriidae,0.6755144596099854,vanellus,0.6755144596099854,miles,0.6755144596099854,0.006576339714229107,0.00240160315297544,0.0033275061286985874,0.0001011786371236667,0.0003210100985597819,0.0009616445167921484,0.6755144596099854,0.0022977949120104313,0.00013782278983853757,0.002869505900889635,0.03831731900572777,0.0014019120717421174,0.00036085734609514475
"[1823.5, 9551.0, 1918.5, 9629.0]",-0.00110393525769736,0.00021537673275826496,aves,0.730828046798706,pelecaniformes,0.6617833375930786,threskiornithidae,0.6617833375930786,platalea,0.6578014492988586,regia,0.6578014492988586,0.6578014492988586,0.006039065774530172,0.005477861501276493,0.00021615756850223988,0.0049545541405677795,0.0009860455757007003,0.0052623506635427475,0.0039819106459617615,0.00021129469678271562,0.0013768583303317428,0.04322567954659462,0.0010564594995230436,0.00023833724844735116
"[10485.5, 9497.0, 10588.5, 9546.0]",-0.0010960500058566647,0.001212947425480405,aves,0.7436872124671936,charadriiformes,0.6480780243873596,laridae,0.642253041267395,larus,0.6412820816040039,fuscus,0.6390267610549927,0.0005721775232814252,0.0007447113166563213,0.08668583631515503,0.0008927779272198677,0.0022553110029548407,0.0005088887410238385,0.0015699282521381974,0.0032308490481227636,0.6390267610549927,0.000311226089252159,0.0006596892490051687,0.0037185796536505222,0.0035104246344417334
"[7645.5, 7970.0, 7723.5, 8042.0]",-0.0009215960034541259,0.0008845871207273581,aves,0.8483045101165771,charadriiformes,0.627745509147644,laridae,0.6085599660873413,larus,0.6040754914283752,fuscus,0.6006888747215271,0.003745513502508402,0.0034191457089036703,0.031027989462018013,0.019265951588749886,0.0033866253215819597,0.0031731724739074707,0.007252541836351156,0.14329273998737335,0.6006888747215271,0.0016280467389151454,0.0028564296662807465,0.020053742453455925,0.00851382501423359
"[2768.5, 3330.0, 2875.5, 3426.0]",-0.0003888522732535644,0.0003248493532035402,aves,0.7031794190406799,charadriiformes,0.43107572197914124,laridae,0.4292947053909302,larus,0.42844444513320923,argentatus,0.41514140367507935,0.06452856957912445,0.00020951044280081987,0.20187102258205414,0.0003602494834922254,0.41514140367507935,0.0001391880796290934,0.001449383795261383,0.004507823381572962,0.013303030282258987,0.000535793777089566,0.00031446266802959144,0.0006968017551116645,0.0001221319689648226
