bird,bird score,order,order score,family,family score,genus,genus score,species,species score,lifestage,lifestage score
bird,0.9990397095680237,pelecaniformes,0.9819573163986206,pelecanidae,0.6574249267578125,pelecanus,1.0,conspicillatus,1.0,adult,1.0
bird,0.9989898800849915,pelecaniformes,0.9905325174331665,threskiornithidae,0.7404619455337524,threskiornis,0.9910366535186768,molucca,0.9103599190711975,adult,1.0
bird,0.9987788796424866,pelecaniformes,0.9528540372848511,threskiornithidae,0.8691092133522034,threskiornis,0.9830544590950012,molucca,0.8221758008003235,adult,1.0
bird,0.9979866743087769,pelecaniformes,0.9645857810974121,threskiornithidae,0.4961681663990021,threskiornis,0.9674423933029175,molucca,0.6215104460716248,adult,1.0
bird,0.9951087832450867,pelecaniformes,0.7191682457923889,threskiornithidae,0.8329811096191406,threskiornis,0.9874326586723328,molucca,0.6429824829101562,adult,1.0
bird,0.9946601986885071,pelecaniformes,0.9421990513801575,threskiornithidae,0.7420195937156677,threskiornis,0.9946084022521973,molucca,0.9984148740768433,adult,1.0
